CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
18144,40,Female,60,8,7,26,Basic,Quarterly,964,29,1
18145,33,Female,52,9,2,23,Standard,Annual,343,4,1
18146,19,Male,37,24,6,6,Standard,Monthly,560,30,1
18147,63,Female,28,13,5,21,Premium,Quarterly,582,16,1
18148,24,Male,15,19,10,29,Basic,Quarterly,335,24,1
18149,60,Male,40,28,7,27,Premium,Annual,478,3,1
18150,42,Male,47,30,2,18,Standard,Monthly,149,21,1
18151,34,Male,41,13,5,6,Premium,Quarterly,985,13,1
18152,43,Female,6,4,3,15,Basic,Quarterly,644,28,1
18153,53,Male,21,23,0,21,Basic,Annual,387,18,1
18154,45,Female,55,1,0,19,Basic,Monthly,572,25,1
18155,42,Female,11,8,1,30,Standard,Quarterly,904,23,1
18156,45,Female,50,26,5,1,Premium,Quarterly,446,18,1
18157,40,Female,56,26,0,5,Basic,Quarterly,379,10,1
18158,43,Female,38,21,6,9,Standard,Annual,619,2,1
18159,34,Male,37,5,5,18,Premium,Quarterly,653,9,1
18160,55,Female,47,12,8,22,Premium,Quarterly,568,17,1
18161,24,Male,51,2,9,15,Basic,Quarterly,534,28,1
18162,61,Male,42,14,4,16,Basic,Monthly,948,29,1
18163,43,Female,59,24,2,18,Premium,Quarterly,972,20,1
18164,44,Male,3,23,1,5,Standard,Quarterly,204,28,1
18165,21,Female,45,19,2,21,Premium,Quarterly,782,22,1
18166,58,Female,19,24,9,12,Premium,Annual,800,29,1
18167,29,Female,25,17,9,22,Premium,Annual,944,25,1
18168,36,Male,38,28,7,18,Standard,Monthly,149,15,1
18169,59,Female,37,5,0,14,Premium,Annual,709,22,1
18170,37,Male,5,15,9,15,Premium,Annual,442,21,1
18171,50,Female,42,10,3,30,Premium,Annual,340,11,1
18172,42,Male,48,19,9,7,Premium,Monthly,858,7,1
18173,36,Female,50,1,1,23,Premium,Annual,430,27,1
18174,22,Female,50,27,3,6,Standard,Annual,219,29,1
18175,45,Female,31,30,4,7,Basic,Quarterly,644,3,0
18176,36,Male,19,10,5,22,Premium,Quarterly,169,24,1
18177,60,Male,47,7,5,15,Standard,Quarterly,601,18,1
18178,64,Male,58,17,4,8,Premium,Annual,230,3,1
18179,50,Female,44,8,2,29,Standard,Monthly,940,22,1
18180,32,Male,2,22,8,4,Basic,Quarterly,399,28,1
18181,30,Male,40,17,1,15,Premium,Monthly,570,18,1
18182,28,Male,36,26,3,24,Standard,Quarterly,384,11,1
18183,35,Male,1,24,4,30,Standard,Monthly,448,28,1
18184,46,Male,58,7,9,0,Basic,Quarterly,617,27,1
18185,63,Male,3,27,10,3,Premium,Quarterly,123,8,1
18186,44,Male,19,10,9,26,Basic,Quarterly,259,25,1
18187,30,Female,10,12,1,3,Basic,Annual,227,24,1
18188,63,Female,47,30,9,27,Premium,Monthly,408,5,1
18189,37,Male,33,27,10,6,Premium,Monthly,534,9,1
18190,41,Female,10,9,10,10,Standard,Annual,686,26,1
18191,63,Female,30,23,1,7,Standard,Annual,864,24,1
18192,28,Female,48,28,0,3,Basic,Quarterly,782,11,0
18193,44,Male,17,22,5,17,Standard,Annual,420,12,1
18194,37,Male,55,23,1,24,Basic,Annual,480,3,1
18195,41,Male,55,21,0,8,Basic,Annual,939,11,0
18196,26,Female,44,7,1,29,Premium,Monthly,369,24,1
18197,48,Male,10,4,6,15,Standard,Quarterly,554,2,1
18198,22,Male,19,22,0,20,Basic,Annual,643,1,0
18199,56,Female,44,24,2,14,Standard,Monthly,314,1,1
18200,18,Male,59,9,5,29,Premium,Monthly,323,27,1
18201,34,Male,48,17,2,17,Basic,Monthly,987,19,1
18202,23,Male,13,11,0,14,Basic,Quarterly,921,4,0
18203,55,Female,12,5,5,27,Basic,Monthly,277,19,1
18204,44,Male,33,17,10,30,Standard,Annual,551,15,1
18205,35,Female,10,14,4,30,Basic,Annual,970,27,1
18206,48,Female,17,20,7,11,Premium,Annual,699,9,1
18207,46,Female,47,7,1,27,Standard,Monthly,220,3,1
18208,27,Male,24,5,6,2,Premium,Annual,120,3,1
18209,62,Male,45,8,4,4,Standard,Annual,734,14,1
18210,46,Female,31,24,5,6,Standard,Monthly,839,27,1
18211,38,Female,44,3,5,17,Standard,Annual,150,2,1
18212,21,Female,25,12,3,6,Premium,Quarterly,573,16,1
18213,60,Female,1,16,9,9,Premium,Annual,422,27,1
18214,24,Female,57,4,8,9,Basic,Annual,896,6,1
18215,46,Male,32,27,9,20,Premium,Quarterly,878,6,1
18216,40,Male,22,19,1,5,Basic,Monthly,123,7,1
18217,63,Female,15,10,7,19,Standard,Monthly,612,24,1
18218,63,Female,33,12,0,13,Standard,Quarterly,680,10,1
18219,36,Female,3,29,9,16,Standard,Monthly,543,19,1
18220,48,Female,28,10,4,28,Premium,Annual,230,22,1
18221,20,Male,55,5,7,22,Basic,Quarterly,630,23,1
18222,22,Female,19,6,8,28,Standard,Annual,335,5,1
18223,60,Female,26,12,2,5,Standard,Monthly,413,27,1
18224,21,Female,11,21,6,16,Premium,Annual,813,24,1
18225,26,Male,39,6,2,18,Basic,Monthly,796,18,1
18226,30,Male,46,30,0,19,Basic,Annual,502,20,0
18227,46,Male,9,13,8,29,Premium,Annual,276,30,1
18228,57,Female,19,23,9,8,Premium,Annual,324,26,1
18229,57,Female,43,17,0,15,Standard,Annual,132,12,1
18230,44,Male,6,8,3,22,Basic,Quarterly,212,2,1
18231,18,Male,46,1,8,25,Standard,Quarterly,590,8,1
18232,38,Male,16,26,0,1,Basic,Annual,170,18,1
18233,53,Male,55,30,9,23,Basic,Annual,200,5,1
18234,22,Female,29,28,1,23,Premium,Annual,897,21,1
18235,60,Female,16,26,1,19,Standard,Monthly,328,26,1
18236,59,Male,56,26,10,30,Premium,Monthly,220,13,1
18237,18,Female,48,23,4,22,Standard,Monthly,682,10,1
18238,37,Male,60,7,6,27,Basic,Quarterly,995,2,1
18239,25,Female,2,11,1,8,Premium,Monthly,556,17,1
18240,36,Female,38,21,3,27,Premium,Quarterly,835,24,1
18241,53,Female,4,29,3,19,Standard,Annual,759,25,1
18242,53,Female,6,5,3,15,Premium,Monthly,640,22,1
18243,36,Female,6,10,5,13,Basic,Annual,748,7,1
18244,52,Female,58,6,3,21,Standard,Monthly,938,7,1
18245,49,Male,26,22,8,24,Premium,Quarterly,520,24,1
18246,52,Male,14,26,8,30,Premium,Annual,302,9,1
18247,46,Female,56,13,8,19,Basic,Quarterly,658,6,1
18248,50,Male,16,11,9,1,Basic,Annual,212,17,1
18249,35,Male,7,8,2,4,Basic,Monthly,555,25,1
18250,27,Male,39,18,4,18,Standard,Quarterly,581,20,1
18251,33,Male,11,21,1,3,Basic,Quarterly,939,16,0
18252,62,Female,12,6,3,15,Basic,Annual,603,27,1
18253,53,Male,38,30,6,15,Premium,Monthly,758,21,1
18254,24,Male,60,30,0,2,Standard,Quarterly,622,2,0
18255,49,Female,47,5,4,30,Standard,Annual,955,5,1
18256,56,Male,40,25,8,22,Premium,Annual,200,12,1
18257,34,Male,13,20,5,26,Premium,Monthly,207,2,1
18258,55,Male,57,2,3,11,Basic,Quarterly,446,7,1
18259,21,Male,28,5,3,29,Premium,Monthly,603,26,1
18260,38,Female,60,3,0,19,Standard,Quarterly,476,1,1
18261,36,Female,49,29,9,17,Standard,Annual,286,7,1
18262,36,Male,46,16,2,16,Premium,Quarterly,871,7,0
18263,64,Male,20,25,2,17,Basic,Annual,138,19,1
18264,40,Female,42,22,4,19,Standard,Annual,288,21,1
18265,40,Male,42,7,10,28,Basic,Quarterly,646,2,1
18266,20,Female,57,6,3,30,Standard,Annual,541,12,1
18267,28,Male,1,1,4,22,Basic,Quarterly,945,21,1
18268,39,Female,48,23,0,18,Premium,Annual,541,2,0
18269,39,Female,34,17,2,6,Basic,Annual,174,24,1
18270,31,Male,9,30,5,10,Basic,Quarterly,683,13,1
18271,41,Male,5,23,2,4,Basic,Quarterly,687,10,1
18272,46,Male,26,8,5,11,Premium,Annual,773,9,1
18273,63,Female,7,7,5,16,Premium,Annual,743,17,1
18274,49,Male,59,20,8,25,Basic,Annual,994,7,1
18275,33,Male,5,15,6,10,Premium,Monthly,949,13,1
18276,43,Male,48,11,2,21,Standard,Monthly,734,27,1
18277,38,Male,20,12,10,13,Basic,Monthly,757,1,1
18278,50,Female,54,17,4,9,Basic,Quarterly,981,16,1
18279,23,Female,38,14,3,21,Basic,Monthly,428,19,1
18280,32,Female,57,6,1,29,Premium,Monthly,166,13,1
18281,19,Male,39,7,5,27,Basic,Quarterly,259,9,1
18282,34,Male,24,13,5,23,Basic,Annual,110,29,1
18283,54,Female,9,24,6,12,Premium,Monthly,390,20,1
18284,23,Male,51,18,9,30,Basic,Monthly,358,1,1
18285,38,Female,58,23,9,15,Standard,Quarterly,902,27,1
18286,60,Female,55,23,1,9,Standard,Monthly,355,13,1
18287,32,Male,46,27,5,19,Premium,Quarterly,227,14,1
18288,60,Male,53,8,2,22,Standard,Annual,777,20,1
18289,38,Female,47,9,9,12,Standard,Annual,111,23,1
18290,27,Male,20,24,4,10,Premium,Quarterly,496,17,1
18291,42,Male,11,17,4,18,Basic,Annual,772,9,0
18292,62,Female,59,4,10,22,Standard,Quarterly,965,5,1
18293,28,Male,60,28,2,8,Premium,Annual,324,19,1
18294,23,Female,58,16,10,15,Basic,Monthly,325,18,1
18295,43,Female,38,5,3,19,Standard,Quarterly,648,12,0
18296,46,Male,56,21,4,21,Standard,Quarterly,337,2,1
18297,48,Male,59,6,9,4,Premium,Quarterly,485,15,1
18298,43,Male,1,12,0,3,Premium,Annual,147,10,1
18299,25,Female,8,21,8,18,Basic,Monthly,173,29,1
18300,39,Male,25,27,6,8,Premium,Quarterly,679,25,1
18301,38,Female,40,10,10,14,Premium,Annual,242,24,1
18302,47,Female,34,13,10,8,Basic,Monthly,945,2,1
18303,35,Male,50,23,2,8,Standard,Monthly,890,3,1
18304,27,Male,14,26,3,10,Standard,Quarterly,482,29,1
18305,58,Female,24,5,6,11,Basic,Quarterly,144,29,1
18306,47,Male,49,28,2,6,Premium,Quarterly,852,18,0
18307,24,Male,12,16,9,16,Premium,Monthly,224,6,1
18308,62,Male,24,23,7,22,Standard,Monthly,451,17,1
18309,33,Male,49,29,2,27,Basic,Quarterly,690,2,1
18310,47,Female,34,6,6,13,Basic,Monthly,316,18,1
18311,37,Female,15,1,6,5,Standard,Annual,258,30,1
18312,23,Female,39,13,4,27,Premium,Annual,645,3,1
18313,62,Female,31,17,10,23,Premium,Monthly,823,12,1
18314,46,Female,25,14,0,30,Premium,Quarterly,283,29,1
18315,37,Female,57,10,0,2,Basic,Quarterly,609,21,1
18316,30,Male,43,14,10,6,Standard,Monthly,811,23,1
18317,32,Male,60,15,10,9,Basic,Monthly,220,2,1
18318,57,Female,1,22,2,4,Premium,Monthly,291,15,1
18319,30,Female,22,26,7,26,Premium,Quarterly,988,5,1
18320,29,Male,5,18,8,23,Standard,Quarterly,291,30,1
18321,23,Female,57,12,1,2,Basic,Annual,870,7,0
18322,49,Male,39,29,3,24,Standard,Annual,583,24,1
18323,34,Male,11,15,5,15,Standard,Monthly,996,26,1
18324,38,Male,55,29,4,4,Basic,Quarterly,196,20,1
18325,65,Female,17,10,7,6,Premium,Monthly,143,12,1
18326,20,Female,55,12,2,1,Basic,Monthly,369,24,1
18327,46,Male,5,2,0,28,Standard,Annual,898,29,1
18328,50,Male,5,23,4,20,Basic,Annual,337,27,1
18329,35,Male,33,30,5,3,Premium,Quarterly,975,18,1
18330,22,Male,23,17,4,5,Premium,Quarterly,746,6,1
18331,55,Male,14,23,4,22,Basic,Annual,585,7,1
18332,24,Male,14,26,0,2,Basic,Annual,464,4,1
18333,19,Female,4,20,6,7,Standard,Monthly,246,23,1
18334,45,Female,47,24,9,17,Premium,Monthly,579,22,1
18335,32,Female,30,15,5,8,Premium,Annual,375,22,1
18336,41,Female,33,11,7,26,Premium,Quarterly,138,25,1
18337,23,Male,40,16,3,0,Premium,Monthly,205,3,1
18338,62,Female,34,9,1,28,Standard,Monthly,328,16,1
18339,58,Male,19,13,10,1,Premium,Annual,166,24,1
18340,46,Male,43,29,9,8,Basic,Monthly,842,11,1
18341,65,Female,22,23,4,29,Basic,Annual,797,11,1
18342,31,Male,32,22,9,15,Basic,Annual,566,18,1
18343,65,Female,29,24,8,12,Standard,Monthly,732,8,1
18344,25,Male,41,23,8,5,Standard,Quarterly,204,24,1
18345,18,Female,4,9,7,0,Standard,Monthly,159,15,1
18346,60,Male,15,20,0,19,Premium,Annual,138,14,1
18347,27,Male,23,21,0,0,Premium,Quarterly,937,26,0
18348,20,Male,25,1,1,2,Basic,Annual,272,29,1
18349,61,Female,2,3,7,5,Standard,Monthly,312,4,1
18350,21,Male,10,7,2,17,Premium,Quarterly,673,23,0
18351,24,Male,51,25,5,13,Standard,Monthly,848,4,1
18352,36,Male,53,20,1,23,Standard,Quarterly,902,23,1
18353,23,Male,54,10,3,24,Standard,Annual,943,23,1
18354,31,Female,59,6,10,6,Basic,Annual,320,7,1
18355,65,Male,9,4,1,21,Premium,Monthly,994,9,1
18356,43,Female,7,1,2,11,Premium,Monthly,142,19,1
18357,50,Female,39,18,5,9,Premium,Annual,871,13,0
18358,51,Male,26,3,6,6,Premium,Quarterly,247,8,1
18359,55,Male,58,26,10,30,Premium,Monthly,183,20,1
18360,25,Male,9,25,0,13,Standard,Annual,624,12,0
18361,19,Male,59,17,8,9,Premium,Quarterly,666,15,1
18362,25,Male,44,26,2,4,Basic,Monthly,356,16,1
18363,41,Male,47,23,6,21,Basic,Quarterly,825,17,1
18364,49,Female,11,7,7,12,Standard,Quarterly,294,29,1
18365,44,Female,30,30,7,29,Premium,Annual,883,28,1
18366,30,Male,14,14,10,18,Standard,Quarterly,407,4,1
18367,31,Female,23,24,4,2,Standard,Quarterly,486,6,1
18368,64,Male,47,19,4,20,Premium,Quarterly,170,25,1
18369,42,Female,1,30,7,3,Premium,Quarterly,455,25,1
18370,41,Female,9,24,2,15,Standard,Monthly,404,15,1
18371,24,Male,39,2,1,6,Premium,Quarterly,595,17,0
18372,38,Female,50,7,6,3,Premium,Monthly,938,17,1
18373,23,Male,30,4,2,1,Basic,Annual,398,8,1
18374,22,Male,8,28,6,16,Premium,Monthly,904,3,1
18375,46,Male,59,1,5,13,Standard,Quarterly,564,18,1
18376,41,Female,7,13,1,12,Basic,Annual,782,27,1
18377,39,Female,33,14,7,0,Premium,Monthly,677,9,1
18378,54,Male,28,16,8,2,Standard,Annual,211,24,1
18379,64,Female,19,16,0,3,Basic,Monthly,320,24,1
18380,29,Female,8,21,7,28,Basic,Annual,606,26,1
18381,22,Male,12,11,9,21,Standard,Annual,591,21,1
18382,41,Female,6,26,3,18,Basic,Monthly,831,27,1
18383,56,Male,41,30,6,19,Basic,Monthly,451,21,1
18384,54,Male,30,22,2,3,Standard,Annual,779,20,1
18385,44,Female,29,22,0,8,Standard,Monthly,801,14,1
18386,32,Female,7,26,5,24,Premium,Quarterly,372,20,1
18387,37,Female,44,1,10,11,Premium,Annual,568,25,1
18388,49,Female,33,8,3,10,Premium,Quarterly,349,12,1
18389,50,Female,52,10,3,18,Basic,Annual,241,30,1
18390,33,Female,38,12,8,25,Premium,Annual,242,23,1
18391,44,Male,14,6,8,19,Basic,Monthly,839,2,1
18392,48,Male,46,16,0,17,Standard,Monthly,486,30,1
18393,50,Male,8,29,2,19,Standard,Monthly,314,26,1
18394,47,Female,57,13,10,29,Basic,Annual,490,17,1
18395,46,Male,24,9,5,22,Premium,Quarterly,155,21,1
18396,35,Male,3,2,7,20,Premium,Annual,973,15,1
18397,64,Female,25,4,1,18,Basic,Monthly,581,28,1
18398,60,Female,28,25,0,26,Basic,Quarterly,663,19,1
18399,48,Male,19,21,7,22,Basic,Monthly,137,27,1
18400,33,Male,37,24,4,2,Standard,Monthly,659,29,1
18401,61,Female,47,13,0,1,Standard,Monthly,288,1,1
18402,33,Female,39,9,6,0,Premium,Monthly,100,22,1
18403,58,Female,41,5,10,1,Basic,Quarterly,660,4,1
18404,59,Female,46,21,9,27,Standard,Annual,998,24,1
18405,39,Male,3,28,9,7,Standard,Monthly,447,2,1
18406,47,Male,55,24,10,13,Basic,Quarterly,487,18,1
18407,24,Male,46,9,2,17,Basic,Monthly,718,22,1
18408,54,Male,54,30,3,14,Basic,Monthly,910,6,1
18409,37,Male,13,22,0,11,Premium,Quarterly,326,2,1
18410,38,Male,24,5,6,15,Premium,Quarterly,379,19,1
18411,41,Male,48,8,7,6,Basic,Annual,803,30,1
18412,20,Male,40,30,4,13,Standard,Annual,547,26,1
18413,36,Male,16,19,3,10,Standard,Monthly,781,16,1
18414,45,Male,7,16,4,12,Basic,Annual,195,19,1
18415,49,Male,45,8,3,30,Basic,Monthly,450,14,1
18416,51,Male,27,5,7,15,Standard,Monthly,938,26,1
18417,23,Female,16,1,0,17,Basic,Monthly,528,25,1
18418,46,Male,42,24,2,10,Standard,Quarterly,950,22,0
18419,20,Female,16,15,0,26,Basic,Monthly,950,23,1
18420,29,Male,20,17,6,18,Standard,Quarterly,564,22,1
18421,35,Male,56,11,2,4,Basic,Annual,787,19,0
18422,30,Female,35,8,4,26,Basic,Quarterly,275,2,1
18423,44,Male,49,16,6,25,Standard,Quarterly,693,8,1
18424,37,Female,50,25,3,30,Premium,Monthly,150,12,1
18425,53,Male,4,23,8,10,Basic,Quarterly,322,27,1
18426,61,Male,21,25,5,2,Standard,Annual,773,30,1
18427,61,Male,7,9,6,5,Premium,Monthly,166,14,1
18428,60,Male,35,30,6,8,Basic,Quarterly,970,28,1
18429,51,Male,16,8,0,21,Standard,Annual,337,13,1
18430,46,Male,14,25,10,6,Basic,Monthly,854,16,1
18431,34,Male,30,21,0,3,Standard,Quarterly,272,1,1
18432,30,Male,55,15,7,22,Premium,Monthly,862,4,1
18433,33,Female,22,18,3,18,Basic,Quarterly,506,21,1
18434,61,Female,16,15,2,6,Standard,Annual,853,2,1
18435,47,Female,26,25,10,21,Basic,Quarterly,235,6,1
18436,37,Male,16,12,10,3,Premium,Quarterly,275,27,1
18437,26,Male,29,15,0,4,Basic,Annual,429,14,1
18438,37,Female,35,4,4,9,Premium,Quarterly,527,15,1
18439,51,Female,29,25,8,4,Premium,Monthly,602,7,1
18440,51,Female,26,13,2,2,Premium,Monthly,203,23,1
18441,60,Male,25,17,9,21,Basic,Monthly,903,12,1
18442,60,Female,36,26,2,6,Premium,Monthly,463,21,1
18443,46,Male,31,21,5,11,Premium,Monthly,806,9,1
18444,60,Female,10,26,5,2,Premium,Quarterly,313,9,1
18445,44,Male,50,20,1,0,Standard,Annual,148,7,1
18446,57,Female,35,24,7,25,Premium,Annual,203,28,1
18447,58,Male,35,10,8,23,Standard,Annual,137,22,1
18448,51,Male,59,23,6,10,Basic,Quarterly,649,23,1
18449,37,Female,48,17,2,14,Basic,Quarterly,661,25,1
18450,51,Male,21,28,2,8,Premium,Quarterly,478,8,1
18451,40,Female,22,22,9,22,Premium,Quarterly,438,6,1
18452,24,Male,18,16,4,6,Standard,Monthly,439,11,1
18453,32,Female,23,13,4,6,Premium,Monthly,367,3,1
18454,21,Male,28,15,9,6,Standard,Monthly,972,1,1
18455,31,Female,33,5,1,5,Standard,Quarterly,572,6,0
18456,25,Male,37,10,9,20,Premium,Annual,320,22,1
18457,62,Female,31,18,1,13,Basic,Quarterly,367,20,1
18458,34,Female,34,23,1,12,Basic,Quarterly,351,19,1
18459,24,Female,16,10,5,7,Basic,Monthly,607,23,1
18460,36,Male,21,13,2,16,Premium,Monthly,849,11,1
18461,26,Female,11,13,10,14,Premium,Quarterly,662,9,1
18462,49,Male,29,19,9,22,Premium,Quarterly,149,21,1
18463,44,Male,12,23,9,23,Basic,Monthly,248,27,1
18464,27,Female,20,16,9,5,Basic,Annual,586,4,1
18465,55,Male,34,5,9,24,Premium,Monthly,588,21,1
18466,21,Female,13,6,5,11,Standard,Annual,228,20,1
18467,27,Male,56,13,7,21,Standard,Quarterly,810,14,1
18468,60,Female,39,25,9,23,Standard,Monthly,679,8,1
18469,29,Female,25,8,8,9,Basic,Annual,695,13,1
18470,41,Male,23,15,10,3,Premium,Annual,894,13,1
18471,21,Female,1,16,9,14,Basic,Quarterly,464,11,1
18472,30,Male,6,19,5,11,Basic,Quarterly,843,9,1
18473,21,Male,17,24,5,10,Premium,Quarterly,829,7,1
18474,52,Female,49,18,8,15,Premium,Quarterly,268,23,1
18475,43,Female,22,24,8,8,Premium,Monthly,580,30,1
18476,31,Male,43,6,1,9,Standard,Monthly,690,13,1
18477,35,Female,28,6,1,21,Standard,Monthly,381,11,1
18478,45,Female,14,6,0,24,Basic,Monthly,489,13,1
18479,33,Female,40,30,3,29,Basic,Annual,679,23,1
18480,52,Female,13,21,3,18,Basic,Annual,202,6,1
18481,60,Male,6,13,5,24,Basic,Annual,947,6,1
18482,34,Male,17,19,0,30,Standard,Annual,665,24,1
18483,30,Female,29,8,2,17,Standard,Monthly,339,12,1
18484,52,Female,43,3,4,10,Premium,Annual,693,12,1
18485,19,Male,29,8,2,21,Standard,Annual,720,29,1
18486,45,Male,5,22,6,20,Basic,Quarterly,560,29,1
18487,37,Female,11,18,9,1,Premium,Monthly,483,5,1
18488,30,Female,54,21,0,27,Basic,Quarterly,410,28,1
18489,23,Male,7,1,7,9,Standard,Annual,878,12,1
18490,42,Male,16,26,5,19,Standard,Monthly,621,7,1
18491,38,Female,24,30,8,15,Standard,Quarterly,450,5,1
18492,64,Male,7,2,3,26,Basic,Quarterly,855,19,1
18493,27,Female,53,22,7,21,Basic,Monthly,735,1,1
18494,39,Male,36,6,3,19,Premium,Monthly,939,13,1
18495,65,Male,5,21,2,22,Premium,Quarterly,746,9,1
18496,53,Female,48,22,2,24,Basic,Quarterly,162,10,1
18497,57,Female,26,25,4,19,Premium,Quarterly,934,12,1
18498,39,Female,53,27,10,25,Premium,Quarterly,538,7,1
18499,35,Female,18,27,7,13,Premium,Monthly,257,11,1
18500,65,Male,51,25,8,20,Basic,Monthly,610,28,1
18501,37,Female,39,10,4,0,Standard,Monthly,210,25,1
18502,58,Female,18,13,10,20,Premium,Monthly,708,15,1
18503,19,Male,15,1,1,29,Basic,Monthly,826,17,1
18504,46,Female,21,14,9,3,Standard,Annual,166,2,1
18505,25,Male,30,7,1,1,Premium,Quarterly,680,8,0
18506,55,Male,55,7,1,23,Standard,Annual,843,30,1
18507,37,Male,44,2,9,13,Basic,Monthly,458,20,1
18508,62,Female,15,4,1,25,Premium,Annual,325,5,1
18509,31,Male,18,15,7,21,Basic,Quarterly,792,17,1
18510,31,Female,23,14,8,27,Basic,Quarterly,821,2,1
18511,43,Male,6,24,4,1,Standard,Monthly,985,27,1
18512,22,Female,38,14,1,25,Standard,Monthly,769,17,1
18513,54,Male,57,1,5,18,Basic,Annual,256,10,1
18514,20,Female,20,21,5,1,Standard,Monthly,267,3,1
18515,37,Female,3,29,6,22,Standard,Quarterly,931,1,1
18516,23,Male,38,23,3,25,Standard,Annual,954,28,1
18517,23,Male,7,19,7,15,Premium,Quarterly,349,3,1
18518,48,Male,39,7,4,10,Standard,Annual,205,8,1
18519,36,Female,22,25,0,8,Premium,Monthly,638,8,1
18520,43,Female,7,9,4,24,Standard,Quarterly,291,10,1
18521,47,Male,8,5,3,13,Basic,Monthly,416,27,1
18522,57,Female,14,4,1,1,Standard,Quarterly,572,10,1
18523,32,Male,22,19,10,25,Premium,Annual,545,15,1
18524,53,Female,6,3,3,6,Standard,Annual,229,5,1
18525,24,Female,59,10,0,7,Basic,Quarterly,560,13,0
18526,32,Female,33,10,6,26,Premium,Annual,729,6,1
18527,54,Female,27,30,10,9,Basic,Annual,804,1,1
18528,28,Female,41,23,6,23,Premium,Annual,152,25,1
18529,42,Female,5,5,9,0,Basic,Quarterly,384,23,1
18530,18,Female,20,24,9,0,Standard,Monthly,358,29,1
18531,60,Female,49,1,5,0,Premium,Quarterly,552,14,1
18532,62,Male,5,17,9,29,Standard,Annual,430,25,1
18533,49,Male,37,6,1,7,Premium,Quarterly,250,5,1
18534,29,Female,27,1,0,25,Standard,Quarterly,803,19,1
18535,57,Male,6,27,8,0,Premium,Quarterly,636,3,1
18536,46,Female,7,6,1,5,Standard,Monthly,603,9,1
18537,42,Male,48,21,2,11,Premium,Monthly,419,22,1
18538,61,Female,10,10,2,11,Standard,Annual,723,29,1
18539,50,Male,33,3,2,5,Premium,Quarterly,256,16,1
18540,41,Female,34,22,9,20,Basic,Monthly,329,1,1
18541,31,Male,29,18,9,20,Standard,Annual,476,4,1
18542,53,Male,58,18,0,6,Premium,Quarterly,647,22,1
18543,38,Female,47,25,1,22,Standard,Monthly,531,30,1
18544,57,Male,53,2,7,6,Standard,Monthly,930,25,1
18545,39,Male,48,18,10,25,Standard,Monthly,834,15,1
18546,37,Male,46,22,0,25,Basic,Annual,313,23,1
18547,62,Male,52,19,10,21,Premium,Quarterly,641,23,1
18548,36,Female,18,12,10,4,Premium,Monthly,381,27,1
18549,40,Female,21,18,8,8,Premium,Monthly,243,25,1
18550,30,Female,53,25,6,30,Premium,Annual,235,2,1
18551,59,Male,22,8,0,26,Standard,Quarterly,496,23,1
18552,65,Female,40,18,6,15,Premium,Monthly,677,23,1
18553,49,Female,12,22,9,24,Standard,Monthly,660,29,1
18554,18,Male,55,26,5,16,Premium,Monthly,239,2,1
18555,22,Female,58,17,6,20,Premium,Annual,441,10,1
18556,54,Female,38,18,4,21,Standard,Quarterly,989,11,1
18557,24,Male,19,9,4,5,Standard,Monthly,822,24,1
18558,22,Female,29,7,10,8,Premium,Monthly,232,22,1
18559,63,Male,6,23,7,29,Premium,Annual,567,18,1
18560,37,Female,31,14,5,7,Premium,Quarterly,624,27,1
18561,64,Female,52,17,0,2,Basic,Monthly,419,8,1
18562,53,Female,20,14,1,19,Basic,Quarterly,950,7,1
18563,46,Female,2,11,5,3,Basic,Annual,256,1,1
18564,35,Male,12,6,4,11,Basic,Quarterly,535,3,1
18565,24,Male,40,24,6,10,Premium,Annual,413,18,1
18566,28,Female,2,21,1,25,Premium,Monthly,183,3,1
18567,19,Female,20,28,6,18,Premium,Monthly,122,11,1
18568,37,Female,23,13,4,15,Premium,Monthly,694,23,1
18569,21,Male,58,15,8,26,Premium,Annual,304,21,1
18570,35,Male,29,24,5,27,Premium,Annual,382,1,1
18571,59,Female,8,23,3,25,Standard,Annual,335,28,1
18572,44,Male,23,17,10,9,Basic,Monthly,758,10,1
18573,22,Male,28,25,0,1,Standard,Monthly,927,27,1
18574,22,Female,35,2,0,25,Basic,Annual,278,22,1
18575,25,Female,1,24,3,7,Standard,Annual,215,15,1
18576,18,Female,47,28,6,19,Standard,Annual,205,22,1
18577,59,Female,11,27,10,14,Standard,Quarterly,389,15,1
18578,43,Male,7,13,8,12,Basic,Annual,402,4,1
18579,58,Female,46,9,10,29,Basic,Annual,580,6,1
18580,56,Female,35,2,8,0,Standard,Annual,757,19,1
18581,29,Male,1,30,4,0,Basic,Quarterly,173,28,1
18582,64,Male,29,4,7,22,Basic,Annual,234,2,1
18583,47,Male,57,1,7,8,Premium,Quarterly,537,3,1
18584,41,Male,1,16,5,17,Premium,Annual,542,5,1
18585,52,Male,18,27,8,26,Basic,Annual,421,8,1
18586,55,Male,35,13,2,22,Basic,Annual,681,15,1
18587,42,Male,15,9,2,12,Premium,Quarterly,792,13,1
18588,61,Male,58,17,1,18,Premium,Quarterly,749,6,1
18589,20,Male,41,29,6,27,Standard,Annual,191,16,1
18590,27,Female,25,24,7,11,Standard,Annual,826,8,1
18591,56,Female,42,17,2,16,Premium,Monthly,473,3,1
18592,49,Female,13,18,9,2,Premium,Monthly,549,5,1
